,BAH,OLMAR,PPT
0,1.0,1.0,1.0
1,0.9912528678052048,0.9912528678052048,0.9912528678052048
2,0.9891007703651151,0.9892318845013546,0.9892318845013546
3,0.9844598282120068,0.9846862888087681,0.9846862888087681
4,0.9537816815484214,0.9539698455876259,0.9539698455876259
5,0.9746758595977667,0.9748076773498442,0.9748076773498442
6,0.9834461574652917,1.0238047024773729,1.0238047024773729
7,0.9887250907329055,1.0200043965318508,1.0391828651895412
8,0.9815475383911503,0.9996043086012137,1.0233747653286256
9,0.9925282997600906,0.9996043086012137,1.0233747653286256
10,1.0149098939050916,1.018731431044979,1.0429567281851997
11,1.0017571163413939,1.011077318053404,1.0351206014106833
12,0.9917915266196707,1.00350370518409,1.0273668890405658
13,0.9858624748637875,1.0016113117818108,1.0254294947763525
14,0.9876685869606516,0.9908810170685669,1.01444403509037
15,1.003072667716007,1.0300499646570076,0.9976443249551155
16,1.0106573413328714,1.0353870111060077,1.0239475651610883
17,1.0168394667509533,1.0480635638316727,1.036484061330009
18,1.0121386742096705,1.0531023309654788,1.041467157778711
19,1.036468588543654,1.0515283528708144,1.0399105697393005
20,1.0400263377589698,1.0357633479162414,1.0243197440240503
21,1.0396903040639291,1.0431222349351845,1.0274379091671004
22,1.0342359286380651,1.037603069670977,1.0098483377110674
23,1.045712785759126,1.060991663454544,1.0326113125365217
24,1.0402616744087045,1.0331754026149118,1.0460621612970176
25,1.0506055336237783,1.0093328933237984,1.0219222652670863
26,1.0533360086256065,1.0510572845832467,1.0641670833194659
27,1.059649541517584,1.050286250911989,1.0633864325736706
28,1.0550079787676043,1.0356118985404235,1.046947608495237
29,1.0563189665985195,1.045655106360909,1.0150973868432718
30,1.0673612537594046,1.016021155978211,0.986329444706013
31,1.0677549935433452,1.0234296435738857,0.9935214302403277
32,1.0753728437859709,1.0435383956192879,1.0130425338334677
33,1.0871061912518225,1.0526896246818636,1.0654412855834745
34,1.0780364213237779,1.0774688447433685,1.0697030507258085
35,1.093988365280159,1.083819812047101,1.0802732389740872
36,1.0994216631446063,1.0889022122581546,1.0853390080961587
37,1.1011061828252333,1.1024063281063656,1.0987989345568814
38,1.095139173558766,1.0770560811258847,1.0735316409440505
39,1.097305919256048,1.0486280112963384,1.0451965960120513
40,1.0926191207093203,1.0624585475174582,1.058981874703458
41,1.0766299458315365,1.0617888766753867,0.9257454164517822
42,1.1030016616542542,1.0978008685277325,0.957143312141737
43,1.0940705232163475,1.0547629691031326,0.919619714935871
44,1.1065454635937164,1.0609120434103694,0.9249809289025965
45,1.1105577717552546,1.0661842844525888,0.9295776553201364
46,1.1155381963485391,1.0495251550080171,0.9150530044557592
47,1.1138621517114633,1.0516108780144775,0.9168714907439792
48,1.125023091004174,1.0484217623874437,0.9140909858440734
49,1.1260854480842613,1.0651646194293725,0.9286886365685796
50,1.129929810216086,1.0910763458140282,0.9418960348431328
51,1.1384241519492144,1.0734524988185006,0.9508750246891112
52,1.1487464652034374,1.1022915211748185,0.9764209208747888
53,1.1464786784865773,1.0932036982662499,0.9734871667786014
54,1.1582966700647175,1.0759878919943404,0.9581566602151589
55,1.1562903541567078,1.0544681341544535,0.9389935270108557
56,1.1542952592985143,1.04370825523451,0.9294119604087041
57,1.1459093095109765,1.0361763399905495,0.922704863787198
58,1.144160788862682,1.0361763399905495,0.922704863787198
59,1.1529999532611293,1.0606354381448329,0.9444854507006296
60,1.159834235709621,1.0895243411293223,0.9385825543679983
61,1.1727671459341338,1.119220833944642,0.9641649200207775
62,1.1750453457611059,1.1026535821828152,0.9688964167896733
63,1.1699150547070343,1.087570416959068,0.9556429118128834
64,1.1597574080346749,1.0689609155802289,0.9678584917011295
65,1.1496806146306735,1.1335200234255596,1.0263115930578204
66,1.156829619371488,1.1371610639474614,1.027266917625941
67,1.154291066160157,1.097830681284617,1.0148660111713914
68,1.156124184215312,1.097830681284617,1.020588802114606
69,1.1577753295640762,1.0927006313720722,1.0158196955626686
70,1.1488160135954637,1.0949652958930507,1.017925021356581
71,1.1710425205571569,1.1193469539682397,1.0495676778465153
72,1.1796665914313729,1.1367822647777137,1.0659160840435014
73,1.1888145415305613,1.1302127015042225,1.0762645266845727
74,1.2005802037718112,1.128502848703157,1.0852657625114124
75,1.187783595523198,1.0925959398807836,1.0507345791587763
76,1.1757708683189996,1.0703678534669336,1.0293581323214305
77,1.1517016769059027,1.0493627514541917,1.004693001355262
78,1.1459720536946847,1.0620056761705072,0.9998293084383146
79,1.15987937620808,1.0519867546972004,0.9903969564719153
80,1.1796246951634837,1.0603358559249558,0.998257249777248
81,1.1884480299268154,1.0519867546972004,0.9903969564719153
82,1.1901869451451772,1.0628933091756823,0.9903969564719153
83,1.1847065806545503,1.059122711624554,0.9802343011349834
84,1.1733204963723394,1.0732757990850157,0.9933332004819988
85,1.1625629226201404,1.0651105563193646,0.985776143166413
86,1.1816313855639615,1.0954484091718582,1.0070990880269177
87,1.1728419773306795,1.080235007138026,0.9931126664065314
88,1.1885825026045747,1.0976300958197978,1.0091048188446399
89,1.1959352064028226,1.0593609007199,0.9739220834808014
90,1.1926858415293509,1.0541423741153684,0.9691244377493688
91,1.1804943982460478,1.040226303169951,0.9563307157988821
92,1.187552341545282,1.1005012655626634,1.0041472515888261
93,1.1900397721926965,1.1030967089368322,1.0065154518012025
94,1.1991996857966112,1.0675701912981015,0.9740994463300829
